game_number,game_id,match_number,rounds_played,winner_team,winner_label,team1_score,team2_score,trump_card,trump_suit,phase,finished_at
170,INPROC_2438CA,1,10,team1,Team 1 (N/S),102,18,11,♦,finished,2026-05-18T16:33:21.505531+00:00
171,INPROC_DAF9FB,1,10,team2,Team 2 (E/W),45,75,10,♦,finished,2026-05-18T16:33:21.517522+00:00
172,INPROC_F2DD24,1,10,team1,Team 1 (N/S),88,32,22,♥,finished,2026-05-18T16:33:21.533039+00:00
173,INPROC_2B91F6,1,10,team2,Team 2 (E/W),43,77,13,♦,finished,2026-05-18T16:33:21.546266+00:00
174,INPROC_4ACB9B,1,10,team1,Team 1 (N/S),65,55,3,♣,finished,2026-05-18T16:33:21.563145+00:00
175,INPROC_8FF7D3,1,10,team1,Team 1 (N/S),80,40,9,♣,finished,2026-05-18T16:33:21.575949+00:00
176,INPROC_604645,1,10,team1,Team 1 (N/S),85,35,37,♠,finished,2026-05-18T16:33:21.591671+00:00
177,INPROC_0A0903,1,10,team2,Team 2 (E/W),16,104,3,♣,finished,2026-05-18T16:33:21.606759+00:00
178,INPROC_9B6D9E,1,10,team1,Team 1 (N/S),91,29,18,♦,finished,2026-05-18T16:33:21.622713+00:00
179,INPROC_65F712,1,10,team1,Team 1 (N/S),77,43,1,♣,finished,2026-05-18T16:33:21.636586+00:00
180,INPROC_244CC7,1,10,team1,Team 1 (N/S),87,33,12,♦,finished,2026-05-18T16:33:21.649771+00:00
181,INPROC_F10A33,1,10,team1,Team 1 (N/S),72,48,12,♦,finished,2026-05-18T16:33:21.665219+00:00
182,INPROC_802FC1,1,10,team1,Team 1 (N/S),96,24,10,♦,finished,2026-05-18T16:33:21.679496+00:00
183,INPROC_94BF93,1,10,team2,Team 2 (E/W),36,84,32,♠,finished,2026-05-18T16:33:21.695418+00:00
184,INPROC_508667,1,10,team1,Team 1 (N/S),93,27,6,♣,finished,2026-05-18T16:33:21.711292+00:00
185,INPROC_AE04AA,1,10,team1,Team 1 (N/S),72,48,33,♠,finished,2026-05-18T16:33:21.726929+00:00
186,INPROC_1AF13D,1,10,team2,Team 2 (E/W),46,74,36,♠,finished,2026-05-18T16:33:21.742494+00:00
187,INPROC_72C647,1,10,team1,Team 1 (N/S),87,33,3,♣,finished,2026-05-18T16:33:21.757595+00:00
188,INPROC_0DF89D,1,10,team2,Team 2 (E/W),32,88,1,♣,finished,2026-05-18T16:33:21.771608+00:00
189,INPROC_60DE00,1,10,team1,Team 1 (N/S),117,3,35,♠,finished,2026-05-18T16:33:21.788464+00:00
190,INPROC_08B193,1,10,team1,Team 1 (N/S),81,39,24,♥,finished,2026-05-18T16:33:21.798359+00:00
191,INPROC_9400A3,1,10,team1,Team 1 (N/S),104,16,25,♥,finished,2026-05-18T16:33:21.812956+00:00
192,INPROC_62712B,1,10,team1,Team 1 (N/S),80,40,2,♣,finished,2026-05-18T16:33:21.827988+00:00
193,INPROC_B3D946,1,10,team1,Team 1 (N/S),66,54,22,♥,finished,2026-05-18T16:33:21.846031+00:00
194,INPROC_93FFDA,1,10,team2,Team 2 (E/W),36,84,17,♦,finished,2026-05-18T16:33:21.862398+00:00
195,INPROC_1C82FB,1,10,team1,Team 1 (N/S),74,46,20,♥,finished,2026-05-18T16:33:21.877947+00:00
196,INPROC_274BAF,1,10,team2,Team 2 (E/W),45,75,9,♣,finished,2026-05-18T16:33:21.892958+00:00
197,INPROC_7297F8,1,10,team1,Team 1 (N/S),69,51,33,♠,finished,2026-05-18T16:33:21.907428+00:00
198,INPROC_ADCCB1,1,10,team2,Team 2 (E/W),59,61,18,♦,finished,2026-05-18T16:33:21.921708+00:00
199,INPROC_03CA74,1,10,team1,Team 1 (N/S),92,28,3,♣,finished,2026-05-18T16:33:21.937501+00:00
200,INPROC_FBAE9E,1,10,team2,Team 2 (E/W),36,84,31,♠,finished,2026-05-18T16:33:21.951204+00:00
201,INPROC_D073AA,1,10,team2,Team 2 (E/W),32,88,29,♥,finished,2026-05-18T16:33:21.966405+00:00
202,INPROC_38D941,1,10,team2,Team 2 (E/W),25,95,28,♥,finished,2026-05-18T16:33:21.980621+00:00
203,INPROC_10FF66,1,10,team2,Team 2 (E/W),20,100,24,♥,finished,2026-05-18T16:33:21.995274+00:00
204,INPROC_7190BF,1,10,team1,Team 1 (N/S),80,40,3,♣,finished,2026-05-18T16:33:22.007240+00:00
205,INPROC_E10D18,1,10,team1,Team 1 (N/S),80,40,24,♥,finished,2026-05-18T16:33:22.021460+00:00
206,INPROC_AA4DE7,1,10,team1,Team 1 (N/S),97,23,32,♠,finished,2026-05-18T16:33:22.036308+00:00
207,INPROC_95121A,1,10,team1,Team 1 (N/S),79,41,5,♣,finished,2026-05-18T16:33:22.051124+00:00
208,INPROC_48C50A,1,10,team1,Team 1 (N/S),81,39,1,♣,finished,2026-05-18T16:33:22.067932+00:00
209,INPROC_5FF549,1,10,team2,Team 2 (E/W),49,71,0,♣,finished,2026-05-18T16:33:22.085711+00:00
210,INPROC_A50196,1,10,team1,Team 1 (N/S),67,53,34,♠,finished,2026-05-18T16:33:22.101918+00:00
211,INPROC_C067B9,1,10,team2,Team 2 (E/W),31,89,3,♣,finished,2026-05-18T16:33:22.116943+00:00
212,INPROC_E4087B,1,10,team1,Team 1 (N/S),74,46,7,♣,finished,2026-05-18T16:33:22.131565+00:00
213,INPROC_0BC5B9,1,10,team1,Team 1 (N/S),63,57,9,♣,finished,2026-05-18T16:33:22.146931+00:00
214,INPROC_C92373,1,10,team2,Team 2 (E/W),50,70,29,♥,finished,2026-05-18T16:33:22.161789+00:00
215,INPROC_0CF524,1,10,team2,Team 2 (E/W),40,80,9,♣,finished,2026-05-18T16:33:22.175326+00:00
216,INPROC_0E6147,1,10,team1,Team 1 (N/S),66,54,16,♦,finished,2026-05-18T16:33:22.189518+00:00
217,INPROC_23C979,1,10,team1,Team 1 (N/S),90,30,35,♠,finished,2026-05-18T16:33:22.205610+00:00
218,INPROC_AD24BF,1,10,team1,Team 1 (N/S),63,57,14,♦,finished,2026-05-18T16:33:22.219877+00:00
